name,type,category,power,accuracy,pp,description,move_page_desc,makes_contact,introduced,priority
Psystrike,Psychic,Special,100,100,10,"Inflicts damage based on the target's Defense, not Special Defense.","Inflicts damage based on the target's Defense, not Special Defense.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Psystriketurns intoShattered Psycheand has base power180.",No,5,0
Psywave,Psychic,Special,0,100,15,Inflicts damage 50-150% of user's level.,"Psywaveinflicts a random amount of HP damage, varying between 50% and 150% of the user's level. In other words, at level 100 the damage will be50-150 HP.",No,1,0
Pulverizing Pancake,Normal,Physical,210,0,1,Snorlax-exclusive Normal type Z-Move.,Pulverizing Pancakeis a Normal type Z-Move exclusive toSnorlax. It is used withGiga Impact.,Yes,7,0
Punishment,Dark,Physical,0,100,5,Power increases when opponent's stats have been raised.,"Punishmentdeals varying damage based on the opponent's stat increases. It starts at base power 60 and increases by 20 for every net stat boost of the opponent, up to a maximum of200(7 boosts). In other words the power is:",Yes,4,0
Purify,Poison,Status,0,0,20,"The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.","The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.Z-Move effectsWhen a Pokémon is holdingPoisonium Zand uses its Z-Power,Purifyturns intoZ-Purifyand raises all stats one stage each, in addition to its usual effect as above.",No,7,0
Pursuit,Dark,Physical,40,100,20,Double power if the opponent is switching out.,"Pursuitdeals damage, and hits with double power if the target is switching out.",Yes,2,0
Pyro Ball,Fire,Physical,120,90,5,May burn opponent.,May burn opponent.							(10% chance),No,8,0
Quash,Dark,Status,0,100,15,Makes the target act last this turn.,Quashforces the target Pokémon to move last in the current turn.,No,5,0
Quick Attack,Normal,Physical,40,100,30,User attacks first.,Quick Attackdeals damage and has a priority of +1.,Yes,1,1
Quick Guard,Fighting,Status,0,0,15,Protects the user's team from high-priority moves.,"Quick Guardprotects the user's team from all increased priority moves (such asExtreme SpeedorBullet Punch), for the duration of the turn. It has priority +3 so will activate before most other moves.",No,5,3
Quiver Dance,Bug,Status,0,0,20,"Raises user's Special Attack, Special Defense and Speed.","Quiver Danceraises the user's Special Attack, Special Defense and Speed by one stage each.",No,5,0
Rage,Normal,Physical,20,100,20,Raises user's Attack when hit.,"Ragedeals damage, and if the user is hit by a direct attack - any time afterRageis first used but before a different move is used - the user's Attack is raised by one stage. The game will state the Pokémon'srage is buildingrather than explicitly assert the stat increase. Stats can be raised to a maximum of +6 stages each.",Yes,1,0
Rage Fist,Ghost,Physical,50,100,10,"The more times the user has been hit by attacks, the greater the move's power.","The more times the user has been hit by attacks, the greater the move's power.",Yes,9,0
Rage Powder,Bug,Status,0,0,20,"Forces attacks to hit user, not team-mates.",Rage Powderredirects all single-target moves used by opponents to itself. It is only useful in double or triple battles.,No,5,2
Raging Bull,Normal,Physical,90,100,10,Type depends on the user’s form. Breaks through Reflect and Light Screen barriers.,Type depends on the user’s form. Breaks through Reflect and Light Screen barriers.,Yes,9,0
Raging Fury,Fire,Physical,120,100,10,User attacks for 2-3 turns but then becomes confused.,"The user ofRaging Furyattacks for 2-3 turns, during which it cannot switch out, and then becomes confused. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance inGenerations 1-6). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack.",No,8,0
Rain Dance,Water,Status,0,0,5,Makes it rain for 5 turns.,"Rain Dancecauses a rain shower that lasts for 5 turns, and induces these additional effects:",No,2,0
Rapid Spin,Normal,Physical,50,100,40,Raises user's Speed and removes entry hazards and trap move effects.,"Rapid Spindeals damage, raises the user's Speed by one stage, and removes the effects of severaltrapmoves and entry hazards. It fails if the move misses or the target is immune. The effects from the following moves are removed:",Yes,2,0
Razor Leaf,Grass,Physical,55,95,25,High critical hit ratio.,Razor Leafdeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24).,No,1,0
Razor Shell,Water,Physical,75,95,10,May lower opponent's Defense.,Razor Shelldeals damage and has a 50% chance of lowering the target's Defense by one stage.,Yes,5,0
Razor Wind,Normal,Special,80,100,10,"Charges on first turn, attacks on second. High critical hit ratio.","The user ofRazor Windwillwhip up a whirlwindon the first turn. On the second turn,Razor Winddeals damage and has an increased critical hit ratio (1⁄8instead of1⁄24).",No,1,0
Recover,Normal,Status,0,0,5,User recovers half its max HP.,Recoverrestores up to 50% of the user's maximum HP.,No,1,0
Recycle,Normal,Status,0,0,10,User's used hold item is restored.,"User's used hold item is restored.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Recycleturns intoZ-Recycleand raises Speed two stages, in addition to its usual effect as above.",No,3,0
Reflect,Psychic,Status,0,0,20,Halves damage from Physical attacks for 5 turns.,"Reflectreduces damage from Physical attacks by 50%, for 5 turns. Its effects apply to all Pokémon on the user's side of the field.",No,1,0
Reflect Type,Normal,Status,0,0,15,User becomes the target's type.,Reflect Typechanges the user's type to match the type(s) of the target.,No,5,0
Refresh,Normal,Status,0,0,20,"Cures paralysis, poison, and burns.","Cures paralysis, poison, and burns.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Refreshturns intoZ-Refreshand fully restores the user's HP, in addition to its usual effect as above.",No,3,0
Relic Song,Normal,Special,75,100,10,May put the target to sleep.,"May put the target to sleep.							(10% chance)Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Relic Songturns intoBreakneck Blitzand has base power140.",No,5,0
Rest,Psychic,Status,0,0,5,"User sleeps for 2 turns, but user is fully healed.","User sleeps for 2 turns, but user is fully healed.ChangesInGenerations 1-8,Resthas 10 PP.Z-Move effectsWhen a Pokémon is holdingPsychium Zand uses its Z-Power,Restturns intoZ-Restand eliminates any stat drops applied to the user, in addition to its usual effect as above.",No,1,0
Retaliate,Normal,Physical,70,100,5,Inflicts double damage if a teammate fainted on the last turn.,"Inflicts double damage if a teammate fainted on the last turn.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Retaliateturns intoBreakneck Blitzand has base power140.",Yes,5,0
Return,Normal,Physical,0,100,20,Power increases with higher Friendship.,The power ofReturnis higher when the user likes its trainer more. The base power varies between1(minimum Friendship) and102(maximum Friendship). The exact formula is:,Yes,2,0
Revelation Dance,Normal,Special,90,100,15,Type changes based on Oricorio's form.,Revelation Dancedeals damage with a different type depending on the style of Oricorio:,No,7,0
Revenge,Fighting,Physical,60,100,10,Power increases if user was hit first.,"Power increases if user was hit first.Z-Move effectsWhen a Pokémon is holdingFightinium Zand uses its Z-Power,Revengeturns intoAll-Out Pummelingand has base power120.",Yes,3,-4
Reversal,Fighting,Physical,0,100,15,"The lower the user's HP, the higher the power.","Reversaldeals more damage the lower the user's HP is, as per the table below.",Yes,2,0
Revival Blessing,Normal,Status,0,0,1,Revives a fainted party Pokémon to half HP.,Revives a fainted party Pokémon to half HP.,No,9,0
Rising Voltage,Electric,Special,70,100,20,Power doubles on Electric Terrain.,The user attacks with electric voltage rising from the ground. This move’s power doubles when the target is on Electric Terrain.,No,8,0
Roar,Normal,Status,0,0,20,"In battles, the opponent switches. In the wild, the Pokémon runs.","In the wild,Roarcauses the target Pokémon to flee if they are of a lower level, and the battle ends.",No,1,-6
Roar of Time,Dragon,Special,150,90,5,User must recharge next turn.,"User must recharge next turn.Z-Move effectsWhen a Pokémon is holdingDragonium Zand uses its Z-Power,Roar of Timeturns intoDevastating Drakeand has base power200.",No,4,0
Rock Blast,Rock,Physical,25,90,10,Hits 2-5 times in one turn.,"Rock Blasthits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit.",No,3,0
Rock Climb,Normal,Physical,90,85,20,May confuse opponent.,Rock Climbdeals damage and has a 20% chance ofconfusingthe target.,Yes,4,0
Rock Polish,Rock,Status,0,0,20,Sharply raises user's Speed.,Rock Polishraises the user's Speed by two stages.,No,4,0
Rock Slide,Rock,Physical,75,90,10,May cause flinching.,Rock Slidedeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,No,1,0
Rock Smash,Fighting,Physical,40,100,15,May lower opponent's Defense.,Rock Smashdeals damage and has a 50% chance of lowering the target's Defense by one stage.,Yes,2,0
Rock Throw,Rock,Physical,50,90,15,,Rock Throwdeals damage with no additional effect.,No,1,0
Rock Tomb,Rock,Physical,60,95,15,Lowers opponent's Speed.,Rock Tombdeals damage and lowers the target's Speed by one stage.,No,3,0
Rock Wrecker,Rock,Physical,150,90,5,User must recharge next turn.,"User must recharge next turn.Z-Move effectsWhen a Pokémon is holdingRockium Zand uses its Z-Power,Rock Wreckerturns intoContinental Crushand has base power200.",No,4,0
Role Play,Psychic,Status,0,0,10,User copies the opponent's Ability.,"Role Playcopies the opponent's ability, replacing its own with that of the target's.",No,3,0
Rolling Kick,Fighting,Physical,60,85,15,May cause flinching.,Rolling Kickdeals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved).,Yes,1,0
Rollout,Rock,Physical,30,90,20,Doubles in power each turn for 5 turns.,"Rolloutdeals damage for 5 turns, doubling in power each turn. The move stops if it misses on any turn. If it doesn't miss,Rolloutwill deal 30, 60, 120, 240 and 480 base power damage each turn respectively.",Yes,2,0
Roost,Flying,Status,0,0,5,User recovers half of its max HP and loses the Flying type temporarily.,"User recovers half of its max HP and loses the Flying type temporarily.ChangesInGenerations 4-8,Roosthas 10 PP.Z-Move effectsWhen a Pokémon is holdingFlyinium Zand uses its Z-Power,Roostturns intoZ-Roostand eliminates any stat drops applied to the user, in addition to its usual effect as above.",No,4,0
Rototiller,Ground,Status,0,0,10,Raises Attack and Special Attack of Grass-types.,Rototillerraises the Attack and Special Attack of any Grass-type Pokémon on the field by one stage each.,No,6,0
Round,Normal,Special,60,100,15,Power increases if teammates use it in the same turn.,"Rounddeals damage. If multiple Pokémon on the same team use it in the same turn, the power doubles to120and the slower Pokémon move immediately after the fastest Pokémon uses it, regardless of their Speed.",No,5,0
Ruination,Dark,Special,0,90,10,Halves the opponent's HP.,Halves the opponent's HP.,No,9,0
Sacred Fire,Fire,Physical,100,95,5,May burn opponent.,Sacred Firedeals damage and has a 50% chance of burning the target.,No,2,0
Sacred Sword,Fighting,Physical,90,100,15,Ignores opponent's stat changes.,"Sacred Sworddeals damage, but ignores changes to the target's stats (i.e. Defense and Evasion in this case).",Yes,5,0
Safeguard,Normal,Status,0,0,25,The user's party is protected from status conditions.,"The user's party is protected from status conditions.Z-Move effectsWhen a Pokémon is holdingNormalium Zand uses its Z-Power,Safeguardturns intoZ-Safeguardand raises Speed one stage, in addition to its usual effect as above.",No,2,0
Salt Cure,Rock,Physical,40,100,15,Deals damage each turn; Steel and Water types are more affected.,Deals damage each turn; Steel and Water types are more affected.,No,9,0
Sand Attack,Ground,Status,0,100,15,Lowers opponent's Accuracy.,"Sand Attacklowers the target's Accuracy by one stage. Although it is aGround-type move it still affectsraisedPokémon. Raised Pokémon are anyFlyingtypes or those under the effects ofLevitate,Magnet RiseorTelekinesis. Full details inglossary.",No,1,0
Sand Tomb,Ground,Physical,35,85,15,"Traps opponent, damaging them for 4-5 turns.","Sand Tombinflicts damage on the first turn then traps the opponent, causing them to lose1⁄8of their maximum HP after each turn, for 4-5 turns.",No,3,0
Sandsear Storm,Ground,Special,100,80,10,May burn target.,Sandsear Stormdeals damage and has a 20% chance of burning the target. The move targets both opponents in a double battle (each with a 20% chance of burning).,No,8,0
Sandstorm,Rock,Status,0,0,10,Creates a sandstorm for 5 turns.,Sandstormcreates a sandstorm on the battlefield that lasts for 5 turns and induces these additional effects:,No,2,0
Sappy Seed,Grass,Physical,90,100,15,Drains HP from opponent each turn.,Sappy Seeddeals damage and plants a seed on the target that drains1⁄8of its maximum HP at the end of each turn (similar toLeech Seed).,No,7,0
Savage Spin-Out,Bug,0,0,0,1,Bug type Z-Move.,"Savage Spin-Outis the Bug type Z-Move, introduced in Pokémon Sun/Moon.",No,7,0
Scald,Water,Special,80,100,15,May burn opponent.,Scalddeals damage and has a 30% chance of burning the target.,No,5,0
Scale Shot,Dragon,Physical,25,90,20,Hits 2-5 times in one turn. Boosts user's Speed but lowers its Defense.,The user attacks by shooting scales two to five times in a row. This move boosts the user’s Speed stat but lowers its Defense stat.,No,8,0
Scary Face,Normal,Status,0,100,10,Sharply lowers opponent's Speed.,Scary Facelowers the target's Speed by two stages.,No,2,0
